S. No.,Registration No,Pharmacy Name,District,Pranali,Prescription Type,Wholesale/Retail
2865,3.78033E+12,DHARMASTHALI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2866,3.78033E+12,PASTEUR PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2867,3.78033E+12,SMART HOSPITAL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2868,3.78033E+12,HYANGLA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2869,3.78033E+12,ISHIKA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2870,3.7804E+12,MEDURE MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2871,3.7804E+12,CHIRAYU NATIONAL HOSPITAL AND MEDICAL INSTITUTE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2872,3.7804E+12,GRISHMA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2873,3.7804E+12,Binabi Medical Hall,Kathmandu,ALLOPATHY,"A,B,C",Retail
2874,3.7804E+12,BIJESHWORI HEALTH CARE CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2875,3.78041E+12,GENERATION PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2876,3.78041E+12,NAYAPATI COMMUNITY HEALTH CARE CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2877,3.78041E+12,VIGOUR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2878,3.78041E+12,OXIDANT PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2879,3.78041E+12,JIWANTA PHARMA CARE AND CLINIC PRIVATE LIMITED,Kathmandu,ALLOPATHY,"A,B,C",Retail
2880,3.78041E+12,NAGAUN MEDICAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2881,3.78041E+12,SHALOM PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2882,3.78041E+12,SUN LIGHT HEALTH CARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2883,3.78041E+12,HELPING HEALTH FAMILY CLINIC AND DIAGNOSTIC CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2884,3.78041E+12,DUDHKUNDA HEALTH CARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2885,3.78041E+12,ARISE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2886,3.78041E+12,YECHU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2887,3.78041E+12,AADESH MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2888,3.78041E+12,ABHISAM PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2889,3.78041E+12,GREEN LIFE HEALTH CARE PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2890,3.78041E+12,MYAGDI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2891,3.78041E+12,NAARU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2892,3.78041E+12,SARIKA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2893,3.78041E+12,COSMOCARE SKIN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2894,3.78041E+12,MALONE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2895,3.78041E+12,KARUNA POLYCLINIC AND DIAGNOSTIC CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2896,3.78042E+12,PACIFIC PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2897,3.78042E+12,RADHA KRISHNA POLYCLINIC PVT. LTD.,Kathmandu,ALLOPATHY,"A,B,C",Retail
2898,3.78042E+12,PRINCELLA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2899,3.78042E+12,RIVERSIDE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2900,3.78042E+12,HEALTHY PHARMACY PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2901,3.78042E+12,HOPE FERTILITY AND DIAGNOSTIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2902,3.78042E+12,SUBMED PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2903,3.78042E+12,SMART POLYCLINIC AND MEDICL CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2904,3.78042E+12,DARAUDI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2905,3.78042E+12,SARLAHI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2906,3.78042E+12,AVIDHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2907,3.78042E+12,NIRANTTTAR PHARMACY PRIVATE LIMITED,Kathmandu,ALLOPATHY,"A,B,C",Retail
2908,3.78043E+12,JYAMDI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2909,3.78043E+12,NIRVARTA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2910,3.78043E+12,RAMPUR MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2911,3.78043E+12,KANTI BHAIRAB HEALTH CARE CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2912,3.78043E+12,TRAMBEKAM MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2913,3.78043E+12,YAKATHUNGMA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2914,3.78043E+12,ZENNIA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2915,3.78043E+12,JITEN PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2916,3.78043E+12,KHALTI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2917,3.78043E+12,MAMITA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2918,3.78043E+12,KABITA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2919,3.78043E+12,LUSWAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2920,3.78043E+12,SAFALTAM PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2921,3.78043E+12,SPINO PHARMA AND DIAGNOSTIC CENTRE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2922,3.7805E+12,SOLVE MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2923,3.7805E+12,AARYASHREE PHARMA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2924,3.7805E+12,CHANDA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2925,3.7805E+12,QUEENSMILL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2926,3.78051E+12,PRANJAL CHAIN PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2927,3.78051E+12,KALAIYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2928,3.78051E+12,UTPALA BAUDHA HEALTH CARE CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2929,3.78051E+12,D SKIN PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2930,3.78051E+12,GORETO PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2931,3.78051E+12,SUNAYNA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2932,3.78051E+12,SAMUNDRA MEDICINE PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2933,3.78051E+12,BERRI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2934,3.78051E+12,JAY GURUDEV PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2935,3.78051E+12,MAINTEN MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2936,3.78051E+12,ASGARD PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2937,3.78051E+12,PEOPLE CHOICE PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2938,3.78051E+12,GENAI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2939,3.78051E+12,DEVI BHAWANI MEDICAL HALL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2940,3.78051E+12,PRAKHYAT PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2941,3.78052E+12,RIGHT CARE PHARMA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2942,3.78052E+12,DAMAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2943,3.78052E+12,LAINCHAUR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2944,3.78052E+12,MAITREYA BODHI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2945,3.78052E+12,TENSILE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2946,3.78052E+12,PRIDE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2947,3.78052E+12,AMULYA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2948,3.78052E+12,TITAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2949,3.78052E+12,MIRMIRE SWASTHYA CLINIC AND DIAGNOSTIC CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2950,3.78052E+12,AASIN MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2951,3.78052E+12,SHUKLAPHANTA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2952,3.78053E+12,SETAGANESH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2953,3.78053E+12,THREE S PHARMACY PVT LTD PHARMACY UNIT TWO,Kathmandu,ALLOPATHY,"A,B,C",Retail
2954,3.78053E+12,AGANSHU MEDICARE PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2955,3.78053E+12,APSARA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2956,3.78053E+12,DORF HEALTH CARE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2957,3.78053E+12,MEDISCOPE CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2958,3.78053E+12,EQUATOR PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2959,3.78061E+12,PRABAL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2960,3.78061E+12,DIRGAYAU HEALTH CARE NEPAL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2961,3.78061E+12,SIMMY PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2962,3.78061E+12,MEDIZONE AND CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2963,3.78061E+12,NIA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2964,3.78061E+12,MAHIKA PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2965,3.78061E+12,MEWAHANG AAUSHADHI PASAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2966,3.78061E+12,SANISH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2967,3.78061E+12,K.D.C PHARMACY PVT LTD,Kathmandu,ALLOPATHY,"A,B,C",Retail
2968,3.78061E+12,AADESHWOR KRISH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2969,3.78061E+12,HURRAY PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2970,3.78061E+12,READY PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2971,3.78061E+12,R B DIAGNOSTIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2972,3.78062E+12,SHRENA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2973,3.78062E+12,CRAFT PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2974,3.78062E+12,SONAM PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2975,3.78062E+12,TRIYOG PHARMACY AND MEDICAL SUPPLIES PVT. LTD.,Kathmandu,ALLOPATHY,"A,B,C",Retail
2976,3.78062E+12,SASKI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2977,3.78062E+12,TWENTY FOUR SEVEN HEALTH AND BEAUTY PVT LTD PHARMACY UNIT BRANCH TWO,Kathmandu,ALLOPATHY,"A,B,C",Retail
2978,3.78062E+12,SUBEDI MEDICAL HUB PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2979,3.78071E+12,HEALTH AURA PHARMACY PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2980,3.78071E+12,VISION HEALTH CARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2981,3.78071E+12,SISRIKSHYA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2982,3.78071E+12,NANA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2983,3.78071E+12,GURANS HEALTH CARE PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2984,3.78071E+12,HAMRO MEDI CONCERN PVT. LTD. PHARMACY UNIT-2,Kathmandu,ALLOPATHY,"A,B,C",Retail
2985,3.78071E+12,STEM CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2986,3.78071E+12,CARE POINT PHARMA AND DIAGNOSTIC CENTRE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2987,3.78071E+12,BARAPOKHARI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2988,3.78071E+12,OPTIMUM PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2989,3.78071E+12,BEYOUND MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2990,3.78071E+12,RUDANI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2991,3.78072E+12,CARRIER PHARMACY AND CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2992,3.78072E+12,GAURIGHAT MEDICAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2993,3.78072E+12,BUIPALI MEDICAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2994,3.78072E+12,SONOWELL HEALTH CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2995,3.78073E+12,TRUE PHARMACIA PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2996,3.78073E+12,PERFECT FAMILY CARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2997,3.78073E+12,KAAVIYAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2998,3.78073E+12,ICHCHHA HEALTH CARE PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2999,3.7808E+12,DONGLA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3000,3.7808E+12,SHUVA HEALTH CARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3001,3.7808E+12,NAYANTI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3002,3.78081E+12,KANISHK HEALTHCARE CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3003,3.78081E+12,ASHA PHARMACY AND CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3004,3.78081E+12,T R MEDI CONCERN PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3005,3.78081E+12,KUSHMI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3006,3.78081E+12,FARWEST PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3007,3.78081E+12,KINDER CARE CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3008,3.78081E+12,I. CARE PHARMACY PVT LRD.,Kathmandu,ALLOPATHY,"A,B,C",Retail
3009,3.78081E+12,SITAPAILA ENDOCRINE AND HEALTH CARE CENTER PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3010,3.78081E+12,NAMKHA HEALTH CARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3011,3.78081E+12,BIOTECH HEALTH CARE PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3012,3.78081E+12,PARADIGM PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3013,3.78081E+12,AADDRISA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3014,3.78081E+12,BRIJSAGAR PHARMA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3015,3.78082E+12,SAMAYOJAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3016,3.78082E+12,PARBATI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3017,3.78082E+12,RONAK HEALTH CARE PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3018,3.78082E+12,PIONEER PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3019,3.78082E+12,BIBISHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3020,3.78082E+12,RUTHVEE PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
3021,3.78082E+12,KHUSHI SWASTHYA CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3022,3.78082E+12,EXPRESS PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3023,3.78082E+12,SIRUTAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3024,3.78082E+12,TAKURA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3025,3.78082E+12,VIKESH MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3026,3.78082E+12,LEXUS PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3027,3.78083E+12,Bijeta Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
3028,3.7809E+12,COZEN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3029,3.78091E+12,JOSHINA HEALTH PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3030,3.78091E+12,KULEKHANI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3031,3.78091E+12,SALVEEYA MEDICINE,Kathmandu,ALLOPATHY,"A,B,C",Retail
3032,3.78091E+12,DIGNITY PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3033,3.78091E+12,NEILZ PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3034,3.78091E+12,CHOWK PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3035,3.78091E+12,HIMALAYAN SURGI MED PVT LTD PHARAMCY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3036,3.78091E+12,BOOST PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3037,3.78091E+12,PRIME HEALTH HUB PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3038,3.78091E+12,TINPIPLE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3039,3.78092E+12,SQUAD PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3040,3.78092E+12,NUCLEAR PHARMA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3041,3.78092E+12,RAJAL DRUG HOUSE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3042,3.78092E+12,ALLDAY PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3043,3.78092E+12,SHUBHAM INTERNATIONAL HOSPITAL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3044,3.78092E+12,PRABESH MEDICARE PHARMACY PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3045,3.78092E+12,MEDICURE PHARMA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3046,3.78092E+12,DOCTOR LIVE TWENTY FOUR PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3047,3.78092E+12,WANGLA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3048,3.78092E+12,PRASAI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3049,3.78092E+12,DRAC PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3050,3.78093E+12,MEKONG PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3051,3.78093E+12,JANAMAITRI HOSPITAL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3052,3.781E+12,SANSKRITI MEDICO PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3053,3.781E+12,PRIMERA HOSPITAL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3054,3.781E+12,AUTAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3055,3.781E+12,SUJATA COMMUNITY PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3056,3.78101E+12,NEPAL CARDIO DIABETS & THYROID CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3057,3.78101E+12,COMFORT PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3058,3.78101E+12,CIVIL HEALTH SERVICE PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3059,3.78101E+12,PHARMACY SANSAR PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3060,3.78101E+12,TRUE PHARMACIA PVT. LTD. PHARMACY UNIT- 2,Kathmandu,ALLOPATHY,"A,B,C",Retail
3061,3.78102E+12,NEPOLIAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3062,3.78102E+12,KIWI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3063,3.78102E+12,HAMZA MEDICO PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
3064,3.78102E+12,AAKANCHHA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3065,3.78102E+12,PRIYANKA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3066,3.78102E+12,GRACE SUNRISE CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3067,3.78102E+12,NEPAL LAB HOUSE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3068,3.78103E+12,GRAND SKIN AND HAIR TRANSPLANT CENTER PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3069,3.78103E+12,MAHANKAL PHARMACY AND HEALTH CARE CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3070,3.78103E+12,TINY TOTS PEDIATRIC CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3071,3.7811E+12,SANJILA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3072,3.7811E+12,HIMAL PATH LAB AND DIAGNOSTIC CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3073,3.7811E+12,KIRTIGANGA MEDICAL CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3074,3.7811E+12,LIFE CHECK PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3075,3.78111E+12,MAYAL MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3076,3.78111E+12,MARAHATTA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3077,3.78111E+12,K B PHARMA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3078,3.78111E+12,SKIN CEUTICALS PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3079,3.78111E+12,RUPANTARAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3080,3.78111E+12,NURSERY MEDICINE CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
3081,3.78111E+12,HONEST PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3082,3.78111E+12,SUCHANA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3083,3.78111E+12,NOSTRA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3084,3.78111E+12,MIRACLE HEALTH CARE AND DIAGNOSTIC CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3085,3.78111E+12,TSEWANG PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3086,3.78111E+12,GAUTAM BUDDHA PHARMACY PVT. LTD.,Kathmandu,ALLOPATHY,"A,B,C",Retail
3087,3.78111E+12,PANCHTHAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3088,3.78112E+12,HIMMAT MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3089,3.78112E+12,UVIKA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3090,3.78112E+12,PEMALA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3091,3.78112E+12,PUJARA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3092,3.78112E+12,TOKHA HEALTHCARE AND DIAGNOSTIC CENTER PVT.LTD.,Kathmandu,ALLOPATHY,"A,B,C",Retail
3093,3.78112E+12,THE SKIN CLINIC BY DOCTOR JEBINA LAMA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3094,3.78112E+12,MEDI CREST PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3095,3.78112E+12,GALAXY SPECIALITY CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3096,3.78112E+12,RIGNESH MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3097,3.78113E+12,NEPALAYA POLYCLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
